,customer_id,location_number,location_type,latitude,longitude
12473,S8XBHB7,1,Home,1.5054213270161634,0.3984733440659083
12477,6YF33MA,3,,0.1866351241923193,0.3528100309431684
12478,6YF33MA,4,,-0.4068360500168871,0.6330338322426438
12479,6YF33MA,5,,-0.3589510587403748,0.6797713061098003
12483,YXLL97B,3,,-0.2388205139807899,0.0643657308295402
12484,YXLL97B,4,,-0.4881154980577126,0.0631266320317991
12485,YXLL97B,5,,0.0202278451923487,0.6464643318772675
12489,9B4SZXQ,2,,-0.3068615858976065,0.6324751524681526
12490,9B4SZXQ,3,Home,-0.0557023024917536,0.5427470100598951
12491,VF0XJNY,0,Work,13.38483430970267,-1.3771840753880524
12492,1K2UHGW,0,,-1.330699999999994,-0.1114331818181703
12495,DBSDLAG,1,,-0.1014599375576907,-0.0027021672568204
12496,TH98ZT5,0,Other,-0.2260611136942348,0.5020744292573321
12497,B4HL6RC,0,Other,0.3211342683158342,0.2904831895774037
12498,MWBZNF7,0,Home,0.1082026863846653,0.5917506372977207
12499,MWBZNF7,1,Home,-0.6116770309230921,0.7375488626613643
12500,HNSHL6B,0,,0.4215987674313541,0.5544422742995339
12502,89HPVH2,1,Other,0.0508759059038623,0.5267962542841006
12503,88ERZ6D,0,,-0.8546390285631446,0.0552496448805912
12504,WFFZS5O,0,,0.2163481446922841,0.4834810820499923
12505,9SDRUV8,0,,-0.5359784902816623,0.0980766022747341
12507,80RJEVE,1,,-0.3427487419422748,0.6282761840636265
12509,OEM4H2A,1,,-1.2758480769231255,-0.0586458636363673
12511,JGKNQMZ,0,Home,0.2471903199423263,0.5160742781318068
12512,4ZU2WR7,0,,-0.1788653506785797,0.419177406890824
12516,65AJ2YR,2,Home,0.1475187817115217,0.3880065573522778
12517,65AJ2YR,3,,-1.2240555428200737,0.1280861265745424
12520,ROQC0ND,0,,-1.2986046695361655,-0.0865279571576595
12521,7P9UUEP,0,Home,-0.1665226976122109,0.1025959720665724
12522,5D8D3X4,0,Work,-1.294265111519235,0.0546944918022714
12523,5D8D3X4,1,Work,-0.1982653846154188,0.1742640909090788
12524,5D8D3X4,2,,0.1908554944177159,0.5947980901057062
12526,M0BK3QS,1,Home,-0.2745890679038302,0.1166643676068129
12528,NPHJL7Y,0,,-0.5986538461538015,0.7559843181818116
12529,6SRN540,0,Home,19.398408780376887,3.0542610761794133
12530,H9EE2X4,0,,-1.6040085073794017,-0.0214935324408669
12531,I4J84E1,0,,-0.4910807007421289,0.0646693841977517
12532,8VMXLEU,0,Home,-0.2101500719469145,0.0868966674262954
12533,NLFEI79,0,Other,-0.0007625089744569,-0.013778888846051
12535,KS1305N,1,Home,-0.2850486672380419,0.4492509134791098
12536,PPZ6J0D,0,Home,-0.0570844230769136,0.5717015227272717
12538,YY6U5WO,1,,0.0197769698653945,-0.0019509906909091
12539,YY6U5WO,2,Home,-0.0259164865113076,0.0228589909118459
12541,IK2AJG9,1,Home,1.050085639420567,0.7776365097588994
12542,IK2AJG9,2,Home,-0.1793963548317064,0.5065754095613066
12543,IK2AJG9,3,Home,-0.1213320916616959,0.6491839173629673
12545,G6NFGNX,1,,0.2238108224422992,0.5741283223022717
12546,G6NFGNX,2,Home,0.1882013372307608,0.3527723595000236
12547,3OAO05P,0,Home,-1.2577069354807404,-0.103074596009088
12548,AZUM6XN,0,Home,0.1156909032448575,0.4528277001597649
12549,5GTUAQT,0,Work,-13.920459928487182,-3.3656229647723324
12550,SB6YPUA,0,Home,0.6122145431168894,0.5426100749861099
12553,HF8YJ5N,2,,-0.2430273203845993,0.6869463714840798
12554,HF8YJ5N,3,Home,-0.667288815500041,0.2235385476159132
12558,5IZL020,3,Other,-0.273905891742171,-0.1232094514099079
12559,UX5TB34,0,Home,-0.7203936761730363,0.2192735881977316
12560,KFTFUKP,0,Work,-1.3746345152260162,-0.116523956384818
12564,ZZY3N0D,1,Home,-0.114377460211548,-0.0009512021250172
12566,YJHE9ND,1,Work,-0.0200459615384329,0.6590152272727325
12569,F10W1P0,0,Home,-1.15667339408068,-0.0967173034494455
12570,21Z87KF,0,,-0.2113494595800226,-0.1287034079432371
12571,EI6SX9I,0,,11.363508292630872,-1.392894809896323
12574,9RTD5O3,0,Work,-0.1524159784807887,0.1389577039772702
12575,FT1FOLV,0,,13.14774949429854,-1.4547143937511506
12576,0ELL7U0,0,,-0.2143863301497405,-0.0039174434813625
12577,0ELL7U0,1,,-0.0911656205827652,-0.0774175904013936
12578,UVTXXH8,0,Home,0.2884608599038288,0.4205698614159063
12579,UVTXXH8,1,,-0.4455617962509877,0.1065552783283287
12581,8L1G313,1,Home,-0.3397596153845828,0.6519249999999909
12582,8L1G313,2,,-0.7711648508404975,0.2245663790540234
12583,JIALHN4,0,Home,0.0837949534423431,0.0016344433704482
12584,719EAMA,0,,0.449032179954404,0.4916000982577137
12586,AX6ZUGR,1,,0.0095019230769412,0.5344091363636295
12588,ACDR5FG,0,,-0.4339471070163977,0.6714003031904043
12589,B2FGOTD,0,,0.2933122184108842,0.4141848405653924
12591,DYGEQYQ,0,Work,0.12185593662746,0.003299909741243
12592,DYGEQYQ,1,,-0.0910001799569851,-0.0025717670267317
12594,3CBTGB4,1,,-0.409677203192382,0.6605732634999906
12595,4NPMXPL,0,,-1.5570217553077517,-0.1428090228909124
12596,22APWXR,0,Home,2.1159405880342828,0.7162844423087805
12598,RZVYL43,0,Home,-0.4351011616346254,-0.1490334272159002
12599,1LDV0ZK,0,,-14.12938633853996,-3.4050034318458327
12601,QH0YLNM,1,Other,0.3253025855000372,0.5444120881295491
12604,ZETY01K,2,,-0.2563064446153774,0.4543664001181783
12605,ZETY01K,3,Home,0.1307682051621138,0.0569475049214353
12606,ZETY01K,4,,-0.4521784823624821,0.6694244600154972
12607,SY35YAB,0,,-0.5653034040966493,0.7645986845547503
12608,TZY2VLR,0,Home,0.4391745558083167,0.006194941699501
12609,TZY2VLR,1,,-1.0868800994361296,0.0818309499458798
12610,1IAQHOJ,0,Home,-0.2747206336345846,0.1359995231704539
12613,KD5TV25,1,,-0.9625431047115112,-0.0763393621977348
12614,15QQZM7,0,Home,0.0314170400153368,-0.0003376088359016
12616,T4NXKV5,0,,1.903553230587532,0.6470363966443317
12618,G0ESLIU,1,,0.643416046980838,0.4387481071295427
12619,URHGCHI,0,Work,-1.2026401129140103,-0.0812077346173242
12620,URHGCHI,1,,-0.1449627915633038,0.4459065341136818
12621,URHGCHI,2,,-0.7443469291537964,0.1026645512743234
12624,EP8Z7JP,2,Work,-1.846670795403833,0.0108579484090689
12625,C7R0FLX,0,Other,-0.1789776100513858,0.4445402838966886
12626,UR5SKI8,0,,-0.934039194523112,-0.2957600720904306
12627,SM09OXZ,0,Other,-0.0713798623653758,0.466798611843172
12629,EHEVGTP,0,Work,-0.3576881945437057,-0.1502311832525721
12630,EHEVGTP,1,Home,-0.217338718395621,0.2716566880283154
12634,J6GPA0O,1,,-0.6321405143653448,0.1643195451545482
12637,2TGD8R4,2,,-0.2681101084999812,0.6322835156159231
12638,2TGD8R4,3,Work,0.3488828803077344,0.5946624943590834
12641,2WN6VS1,2,Home,-0.0436426960239885,0.6519939814772646
12642,APWPH19,0,Home,-0.4997035114188266,0.8567683188943656
12644,M05X1L0,1,,0.1224679167499696,0.0030347753613536
12646,9ZSVRBP,1,Home,0.0609499859422709,-0.0070100019091125
12647,9ZSVRBP,2,Other,-0.2828278411807666,0.4121343926359333
12648,9ZSVRBP,3,Home,-0.7297682563189741,-0.1592516350475271
12650,UA9ZXA8,1,Other,1.1946195374071489,0.6719863444415355
12652,Z998QMK,0,,-0.3217114481742034,0.6877482869547212
12655,FIBYBOG,2,Home,-0.2511837114423353,0.0150543505681808
12656,FIBYBOG,3,Home,-0.8662819947536907,0.1032611879860282
12657,FIBYBOG,4,,-0.7774498907405072,0.7841254709796474
12658,0GCJEBK,0,Home,0.8883264784223376,0.5217459940097537
12660,IAWN2LL,1,,-0.8913485315192683,-0.2780088601204493
12664,L5U9354,3,,-0.3501196769808108,0.6393524163386357
12665,L5U9354,4,,0.1574979762692611,0.5921646485272704
12666,L5U9354,5,Work,0.2200680226730409,0.2832323534840838
12670,9M3M21S,3,,1.187411538461538,0.4060965909090785
12671,RMC6MIQ,0,Work,-0.684011468497363,0.1134314868937967
12675,7K01KAW,2,,0.2136017307691981,0.5483771590909078
12676,7K01KAW,3,,-0.9298513991137906,0.1562691080299098
12677,C47V8WP,0,,-0.968185119673131,0.1116088039500055
12678,C47V8WP,1,Home,-0.1923519230769249,0.4389252272727414
12680,GKETPE3,1,,-0.6100758358653864,0.0717291682795433
12684,1S0B1H3,1,Home,-0.5937971098461822,0.7562016572750068
12685,1S0B1H3,2,,-0.4266096206161823,0.7377171590924101
12686,YLQQ3CC,0,Home,-0.2286904377338225,0.5233133314802783
12687,RRKKPYD,0,,-0.0813005929423133,0.4089215608408854
12688,7BD0O91,0,,-1.6049769345092746,-0.3714593256061624
12689,WWA20MS,0,Home,-1.4352527040271406,-0.6055607619928951
12690,Q5VX068,0,,13.31689898315066,-1.3848152130957017
12691,UMIM6OZ,0,,-0.6289534373722592,0.724011460179778
12692,I98O173,0,,0.4220006334524981,-0.0046268572861375
12695,72XXMR6,2,Home,-0.4422856687115463,0.7887870396727216
12698,0CVNXZN,0,,0.2082917136346203,0.5298873088090867
12699,0CVNXZN,1,,0.5848317088763247,0.528304383419324
12700,0CVNXZN,2,Home,-0.8714518957475615,0.7493070452050568
12701,OGIUHB0,0,,0.2712423076923017,0.5057977272727202
12702,OA3PHK7,0,Other,0.1544877713076579,0.6095804505613697
12703,OA3PHK7,1,Other,0.5644337659614704,0.3821661733022795
12704,OA3PHK7,2,Other,0.0391917655838427,0.3480169016889581
12705,DJDS8V8,0,,-0.2165928846153809,0.7118512272727242
12707,8RMNGNW,0,Other,-0.4849958071883165,0.1775820018215421
12709,2DZK2HG,0,,13.05772899125988,-1.341285781183876
12712,9II3VZH,2,,-0.7388475281154457,0.7986006697295435
12713,9II3VZH,3,Home,-1.8774267215124396,-0.042744704945525
12715,H061QFD,1,Work,-0.206477307692343,0.2657438409090913
12716,H061QFD,2,Work,0.0345428398252316,0.2794960385019104
12717,BEWAQUI,0,,-0.3147605251291258,0.836855261840604
12720,6Y857RN,2,Work,-1.627134241750013,-0.0363280771659128
12721,6Y857RN,3,Work,-1.821762335647516,-0.0230537310844881
12723,5G069MB,1,,-0.0623846153845907,0.6422222727272566
12724,5G069MB,2,,-0.3188800000000238,0.6251909318181862
12726,VC5ZCWC,0,,0.6650467294430563,0.5239070010455998
12727,AOK0WFA,0,Work,12.44062768736528,-1.4398128688801175
12730,5XPX0TZ,1,Work,-0.1571865202500636,0.6577185986840886
12731,D1P2PEV,0,,-0.1388829710976973,0.1412647393616731
12732,GWAS28K,0,,-0.6845076735980979,0.0839965289289428
12736,FWCX76F,3,Work,1.6357048203846347,0.773640892743176
12737,FWCX76F,4,Home,0.0431740457957569,-0.068845199956029
12738,FWCX76F,5,,-0.0312258440951808,0.9732853770791442
12740,8WN2SGA,1,,-0.7229445584808131,0.1719228328636235
12741,8WN2SGA,2,Home,-0.6535189354986776,0.7378171608445013
12742,8WN2SGA,3,Home,-0.2168465619330287,0.6320222594919562
12743,8WN2SGA,4,Home,-0.1678166406193794,0.4552538801323268
12744,FUH2TFR,0,,-0.4165013414866933,0.0679413743994417
12746,2ED583R,1,,0.0890458193076706,0.0038164297909078
12747,ARGO0NU,0,,0.3552642907500596,0.2605719164840873
12748,8HZUI61,0,,-0.1140613168421503,-0.0007742297920352
12749,WB2911I,0,,-0.7583466287447752,0.8454185189171276
12750,I5OG9U5,0,,12.702491956187876,-1.4398342296481246
12754,E7YAJNY,1,,-0.0253460079807731,-0.0090279383386228
12755,E7YAJNY,2,Other,0.3043629959271276,0.0267968977039473
12756,4YGDMO2,0,Work,19.97082831379107,3.078129688447184
12758,CISTN3J,0,,0.1603934740921024,0.4611722657626472
12759,2TK5H5Q,0,,-0.4113733386803061,0.8768811354582966
12760,K2QDYON,0,,-0.9274244718193784,0.1381804918214326
12761,S5U951X,0,,0.0713502172307552,-0.0101619816727224
12763,Y4X4IKX,1,,-0.1126811435769024,0.1470989459295496
12764,IHSBOZ4,0,,-0.1129304592307679,-0.0073603836795464
12765,WHNCF8P,0,Work,0.0118411538461662,0.4586449090909049
12767,MUS92QI,1,,-0.6185706108076592,0.8917910172181833
12768,MUS92QI,2,,-0.4287777850769382,0.9632170240977268
12772,IKHPE9Z,3,,-0.6044639677500168,0.0745095516249838
12773,IKHPE9Z,4,,0.5182998745000574,0.5767849993181846
12774,IKHPE9Z,5,Work,-0.0229256145577195,-0.0935803977477374
12775,H7DJ8BS,0,,-0.0941730929275005,0.5996984554962671
12777,P06WHHJ,0,Work,-0.0695800019999442,-0.083190395802291
12778,P06WHHJ,1,,0.1507142514807225,0.8999024135145282
12781,TOCHQYF,2,Home,0.7101765401960455,0.5463826427237153
12782,TOCHQYF,3,Home,0.9558742907798028,0.4379175034963648
12784,EKHGK5I,1,,0.0322727734038282,0.6560128023613583
12785,EKHGK5I,2,,-0.6823357520577031,0.7945927030545369
12786,EKHGK5I,3,Home,-0.4333740556923293,0.7844418456636415
12787,EKHGK5I,4,Home,0.2068739701346542,0.3843267078931738
12788,CLHKFP0,0,,-0.012184213741461,0.1823612106117467
12790,QSDA427,1,,-0.7502776130800456,0.1509557434103674
12791,0I8RTIW,0,,-0.1537959351263572,0.4452672234990364
12792,LQC5B8E,0,Home,-0.5409585510725566,0.1384087963537543
12796,1CU7TZZ,3,,-0.1224476115191737,0.6059599666727292
12797,1CU7TZZ,4,,-0.6290797780845785,0.1638737801800882
12799,KS6C55C,0,Other,-1.1573053461850695,-0.0623812181028494
12803,1OIFYV4,2,,-0.0995269844615764,-0.0028138896068341
12804,VTIB2JZ,0,,-0.2264538461539161,0.5332988636363624
12806,5HYMLA9,0,,-0.0522125806153598,-0.0084646246363688
12809,1DMU7OS,2,,-0.1032148452307504,0.7896649718272682
12810,1DMU7OS,3,Other,-0.0369094095576866,0.5445450711159011
12811,1DMU7OS,4,Home,-0.326826249429627,0.7724369307865403
12812,1DMU7OS,5,Other,-0.3898627892830879,0.7440744516524401
12813,KRK8TVW,0,Other,2.083454517673059,0.7156165745499948
12814,K0V21FD,0,,-1.6677408457501952,-0.0247297090563108
12815,9B1FRXX,0,Home,12.389635029495786,-1.4348325194283078
12816,L9X8IO8,0,Other,-0.0333526637499989,-0.0180542479909204
12819,W23HPVD,1,,0.0051427278269063,0.632292541738641
12820,6S3CQIZ,0,Home,1.11234713556427,0.4882686727426255
12826,WT73FX4,3,,-1.6244371673846656,-0.0316197286431802
12828,ICLTV04,1,,0.3056279979230676,0.4738680631090916
12829,5VDXR2A,0,Home,-0.8288332617115338,0.1663262806681627
12832,X3NEJNT,1,Home,-0.984381935615392,-0.0849651130886323
12834,RVGTL4S,0,Other,-0.2994231293811571,0.6184769665652887
12835,U42J9LQ,0,Home,-1.0358258787946593,-0.0985201746225239
12836,JR1LOKL,0,Other,-0.0577397182331027,0.5051434991895537
12837,YPR1024,0,,0.0614450485087335,0.5366229196502231
12839,RP2D1KF,1,Home,-0.7786304261731308,0.1720644188431863
12840,RP2D1KF,2,Home,-0.7214068869119354,0.2270509527584393
12843,EQVINNM,2,,-0.7709530036346002,0.7853897787954373
12844,EQVINNM,3,Home,0.2389699820961447,0.580909474061354
12848,YZIOMMW,0,,13.124051923076964,-1.4549347727272772
12849,7SQL23W,0,,-0.6211181633461551,0.754346295768168
12850,HB2EMLL,0,,-0.0648046360177085,-0.0079989289863747
12853,2PU25J3,1,,-0.6926773220940582,0.1368055668744142
12854,2PU25J3,2,Home,-0.7861508646382628,0.7858117574995055
12856,YM68K21,1,,0.5812982675577105,0.5669595036999969
12858,HGEXUJ3,0,Home,-0.2504385492087426,0.843792429701849
12859,HGEXUJ3,1,,-0.888203424163794,-0.0620070804249198
12860,UE3HA70,0,,-1.2263407281762306,0.0611642246896373
12861,OHYCRL0,0,,-0.6313363782695823,0.0639302527362614
12862,4668WK7,0,,19.599692077756647,3.0436732084913807
12863,FSWY4G4,0,,-0.7010555929354002,0.116604605256399
12865,G6IF7GE,0,Work,-0.0758999999999584,-0.0073881818181737
12867,F6QX08S,1,Work,2.0017802283482573,0.7105719846757812
12870,U8VN3E0,1,Home,-0.9968198508269416,-0.0994604717590815
12871,I8SPPUT,0,Home,-0.6675066860030131,-0.0924821563742259
12872,NVC5687,0,Home,-0.3527018636384691,0.1611877612092409
12877,WJX2KDW,0,,-0.3344047805525543,0.6289665373888876
12880,FEL6MG6,1,,-0.4950012947308026,0.7450934243818261
12881,FEL6MG6,2,Home,-0.5866259737692266,0.7840965153136451
12882,FEL6MG6,3,Home,-0.7591972408956105,0.724998002025214
12884,WGSMU3I,0,Home,-1.0287736526058615,0.1533255360343208
12885,A5F1MXK,0,Home,-1.1649360076637558,-0.3151397942142108
12887,V4P64LJ,1,,-1.6605111702500162,0.0584279901363583
12888,QZ0NRNK,0,Home,0.0035272773847038,0.6093742197210131
12890,4U28P8N,1,,-0.081148709115362,0.4992289966477184
12891,4U28P8N,2,Work,0.765545297774879,0.2406493792775983
12892,4U28P8N,3,Work,-0.0202272814134448,0.5316458003070544
12894,AOQHM3V,1,,-0.1348223901346011,0.0015491172090875
12895,AOQHM3V,2,,-0.0065484781922501,-0.0165822292181872
12896,AOQHM3V,3,,-0.367672642657326,-0.0033284242857463
12899,M1AMD2U,1,,0.24300519917307,0.5660733079363564
12900,M1AMD2U,2,Home,-0.4225627691386687,0.6428942124951964
12903,90OA8FT,2,,-0.447995193865406,0.6552530048181736
12904,90OA8FT,3,Home,-1.0174510672169306,0.0458642034368206
12905,90OA8FT,4,Home,-0.0381184458175129,0.6499600344121895
12906,90OA8FT,5,Work,-0.2182078382351711,0.2634872766042223
12908,8YTX7JD,1,,-1.0300796600769198,0.1358834712886363
12909,8YTX7JD,2,,-0.087289580209726,0.4463728727264822
12910,BY486L0,0,,0.2167204314676403,0.3812142434445275
12913,LYBQVP0,2,,0.1750111145961528,0.289118771063636
12915,935C6ZM,0,,12.064692926101792,-1.40953060171822
12916,TU61JGD,0,,-0.0832776358073232,0.1655829264359495
12917,G7VWOAX,0,,-1.543215516846214,-0.0299402376159109
12918,707JXZO,0,,-0.6943608689254377,0.0608396164395556
12919,L83T9CU,0,,-0.9975463465744678,0.1515036150813072
12920,73N1KTE,0,,-0.1016769866805706,0.1586465205658535
12923,J499IB9,2,Home,-0.8989234404038231,0.119714745988618
12924,J499IB9,3,Home,-0.146233111772874,0.7977468256246124
12926,IMF1P7H,0,Other,-0.3021408565386648,-0.1235211058096658
12928,Z0UT6NV,1,Home,0.0146825595961012,0.4482152901158985
12929,Z0UT6NV,2,,-0.6925591784146032,0.0692542852325999
12930,H6K4N77,0,Home,3.530397192499088,0.7756864184682859
12931,VS7MQX0,0,Other,-0.0730573041225656,-0.0613756326661762
12932,5PD0O6C,0,,-0.1137134615384774,-0.0031588636363625
12933,BCD10QI,0,,-0.4626865384615167,0.1062547727272873
12934,BCD10QI,1,,-0.3313447983062981,0.17626282644837
12935,BCD10QI,2,,-1.538207692307711,-0.1077954545454679
12937,A1GNCHL,1,,0.0181004325769781,0.8218243675000098
12938,A1GNCHL,2,,2.1215074731505834,0.692145513539948
12939,0GNZ58Y,0,Work,-0.6715942307691971,0.0871302272727323
12940,0GNZ58Y,1,Work,0.5889576923076826,0.0418229545454615
12941,4LSQDNY,0,Other,-1.5917968454529507,-0.0217754691839258
12942,4LSQDNY,1,,1.0725873113371576,0.4106522493741711
12943,14FBB5R,0,Work,1.7493328846154252,0.3836134090908953
12944,14FBB5R,1,Work,1.6020250000000662,0.3985924999999976
12946,I7V01LP,1,Home,-0.6932030614010531,0.0916575884277297
12947,I7V01LP,2,,-0.2581032772408358,0.538245370134133
12948,MQA33F6,0,,0.2578791424319351,0.52209346199579
12949,HBOQL08,0,,-0.0836581109999399,0.6188204491977183
12950,24SE1ON,0,,-16.143994719814113,-3.544836944827606
12951,4QDY0EY,0,Home,14.224524219600742,-1.4607828916473935
12952,DUJ9FEW,0,Other,-0.7100857327076108,-0.12856777351013
12953,URQQUOB,0,Home,-0.4713127573269541,0.776863670099996
12957,1EV397O,1,Home,0.186600835153839,0.5451650314704533
12958,1EV397O,2,Home,-0.2469050203653376,0.6323170126840888
12959,1EV397O,3,Home,0.2929362891153963,0.5207923620249968
12961,SBNOT9M,1,Other,0.3665023593101051,0.0059198628772188
12963,09WIVKI,1,,0.4206732328461768,-0.0039278784181882
12964,IGH6F5K,0,Other,12.594330614556746,-1.4670815108852229
12966,XY7Z9Z4,1,,-0.1410248635577416,0.001710856543175
12969,Z7IFKAS,1,Other,-0.2681867257884948,-0.1096852244636348
12972,L1YZQP3,2,Home,-0.7775974999998184,0.7859544999999756
12973,L1YZQP3,3,Home,0.1191772616665058,0.6151965944604433
12974,4ZPE75N,0,,0.0750846153846101,-0.0059027272727522
12975,JG71WT3,0,,0.4298777011153928,-0.0062499733909149
12976,7TNU1ZL,0,,0.0637339528363462,-0.0069989358836993
12977,PAAQW3L,0,Home,-0.1265192307692723,0.5803454545454622
12978,1XD8XDN,0,Home,-1.7371873544828955,-0.0981315591118596
12980,7C7008Q,1,,0.0916525826345756,-0.0958359737136442
12981,E2OG2TM,0,Home,0.6477353342929271,0.0769663981415812
12982,9QIAEUE,0,Home,-0.9061066446115468,0.0563476783308241
12983,GR7V8CS,0,,0.7392711538461795,0.1304068181818291
12984,GR7V8CS,1,Home,-0.6657247422461543,-0.1581217360314961
12987,CB3AWQK,0,,-0.7861981203547992,0.1117406284267057
12989,8B2U8SQ,1,Work,-0.3199697637114994,0.6700411137818177
12994,A6T7G8G,3,Home,-0.3069384615385023,0.6285461363636393
12995,ID0ZXTQ,0,,1.803835410236232,0.7068047403452001
12997,DSC4G7Z,1,,-0.5240688387981902,0.0958805436437907
12998,QDXLWM7,0,Home,0.8036038461537931,0.4385893181817987
12999,QDXLWM7,1,,1.7514865880936843,0.3752341365272167
13003,12H68KC,1,,1.933102279730799,0.7016787609408973
13005,F9M4YWT,1,,-0.4817923147692209,0.8328860535704387
13007,8HUNPWF,0,,-1.3308440174231435,-0.1114328774545734
13009,Y8OGZS1,1,,2.247780769230832,0.7143024999999885
13011,22FI51E,0,,-0.0352895554423657,0.574075380036347
13012,YD24WMA,0,,18.96652498317348,2.9663692015138814
13013,YD24WMA,1,Home,-0.7887203929316497,0.1027415123852783
13014,FKK6M31,0,,-1.2333569651635288,-0.1111364628781016
13015,GCMDG4R,0,,0.0765612921300051,0.5252572494474312
13017,7121ODL,1,,-1.511817260141784,-0.1511021391911825
13020,VMHUWK6,1,,-1.3253044776153564,-0.1137218990113749
13021,X5NUPKD,0,Home,0.2867822362475476,0.0276274681091432
13022,9K1TEXT,0,Work,13.34380902322556,-1.3840419961647663
13024,Y4LHWHY,1,,0.4127965902692314,-0.0968705409136501
13025,Z8P4233,0,,-1.0320457935125358,0.0855738507075709
13026,6160YS3,0,Home,-0.5090499863344846,0.8550246992028911
13030,KMXJIDA,2,Home,-1.1692992412692185,-0.042700736913643
13031,KMXJIDA,3,Home,-0.3499497744687173,0.0524686759341366
13032,KMXJIDA,4,,0.051536858902861,0.4255804189226989
13036,NAYI7R3,3,Home,-0.5087176420769344,0.0315803376158997
13037,NAYI7R3,4,Home,0.1241408989230727,0.6001594601704595
13038,NAYI7R3,5,Home,0.00521544870163,0.6460922564510406
13039,NAYI7R3,6,Home,-0.0016709510835501,0.5700808108147658
13041,PXD405X,1,,0.0195165824090456,-0.0865896784446499
13042,08PL9NF,0,Home,0.6671609047002087,0.4737274958833374
13044,B56MNAB,0,Work,-0.2690434668543466,0.0909519845789256
13045,3YAJOWN,0,,-0.2761208812692812,-0.1197157995409179
13046,YSRXCI5,0,,-0.740362339865465,0.2233885218749919
13047,YG4W4LB,0,Work,0.1863411126733935,0.6007419964494075
13049,CNFJYJ9,1,,-0.8176583079485009,0.1484334221827353
13050,E7VQDOC,0,,-0.0577442307692252,0.6324204545454523
13053,HLMHHQQ,2,,-0.6536068230961849,0.1368980768227382
13054,HLMHHQQ,3,,0.112179092961531,0.4619336067409005
13055,HLMHHQQ,4,,-0.4795384615384708,0.0787350000000008
13056,9LXMO7T,0,Work,2.522147435897406,0.6795871212121153
13058,QUK9JPD,1,Home,-1.0452788449233614,0.0930446541767765
13059,QUK9JPD,2,Work,-1.059587128608891,0.1579188189723244
13060,QUK9JPD,3,Work,0.1899169233142122,0.3523781133865148
13062,IHI4SKI,1,Home,-1.162997874346125,-0.1349355433249894
13063,KDGJ3WL,0,Home,2.246805490404996,0.728999217802844
13065,E2AAI2Z,1,Home,-0.0481101386357301,0.490956807828885
13068,8A9F400,2,,-0.2524355572115348,0.4526283405499909
13070,S1Y840B,1,,0.8818262869807537,0.4376493549568223
13071,GPSOKZH,0,,-0.2724997479629786,0.1242106143723802
13073,MFD4QW4,1,Home,-0.6484204319039107,0.1366004297136288
13075,9X5COYT,1,Home,0.4110532507296996,0.5016694286390133
13076,915FCNB,0,,-0.1201569791730806,-0.0052328847136351
13077,1WQHEJ8,0,,-0.029062581173087,0.1351360442840815
13078,JP9CZ5S,0,Home,-1.0954382541693903,0.1382891637357928
13079,Q729OGC,0,,0.2741241650769623,0.3041014962568201
13080,SHKL1ZV,0,Home,-0.130026652769221,-0.0013607096068245
13081,SHKL1ZV,1,Home,0.1165625000001741,0.546509204545425
13082,1LM0T07,0,,-0.9104321830837044,0.1510631538101661
13084,EYSF0SU,1,,-1.0862717546923188,0.1377374821090921
13085,0BBHKHM,0,,-1.0881322260319048,0.0582618002186924
13087,VT126DF,0,,1.6204588560364166,0.4033846208124091
13088,HHH5TAB,0,,-1.632159892519264,0.0243539863045393
13090,RMAZD1A,1,,-0.0784258170384903,-0.0513120943750134
13091,63ZWT8C,0,,-0.0155448717884874,0.8729053030295358
13092,XUW8PV8,0,Home,-0.0529012782991987,0.6323360624638464
13093,XUW8PV8,1,,-0.1776895811610032,0.856178596615808
13094,XUW8PV8,2,,0.1146863601864121,0.6157132244922892
13096,NKEZ8FA,1,Home,0.4731266738461652,0.5535822996591054
13097,NKEZ8FA,2,,1.541778040704676,0.6549203494123582
13098,R9F6WZB,0,,-0.0221582122487045,0.0221167477694548
13099,ARROCV7,0,,-0.6951110673271624,0.0972033057295626
13100,AKU6YFZ,0,,0.2442203520961747,0.5309025175681978
13101,6XF7FXR,0,,1.3976401690036373,0.6122809741219403
13102,Q4QGVCB,0,Home,-0.7726764447692935,0.8001247145386364
13103,JSS2NOI,0,Work,2.140203691346213,0.7385520964386452
13104,JSS2NOI,1,Work,-0.0485347576278685,0.616226044568164
13106,RK6XMCV,1,Home,-0.7141084938860697,0.1181299246170271
13108,MPIXVJ0,1,,-0.0193635404422539,0.4841614946409086
13109,MPIXVJ0,2,,0.0343376050769244,0.8261371729704509
13110,MPIXVJ0,3,Work,0.245967242596531,0.5517680989785131
13111,DRIIP06,0,,-1.4137702964914811,-0.0527397434819708
13114,KNQBLXI,0,,-0.5392217338359278,0.1770912794904245
13115,IVY6J9Z,0,,-1.920693806760032,-0.0345487276261382
13116,STOGN0S,0,,-0.6635674898048574,0.8033888419967551
13117,STOGN0S,1,Home,-0.6610351780240771,0.1882813113877168
13118,OW9B8OE,0,,13.108681895208946,-1.34769273007459
13119,XSFMCPM,0,Home,0.6895098420021,0.0914366109804478
13120,KM38E82,0,Work,-1.676178926335498,-0.4208401651544903
13122,BM8RON8,1,,-1.0285043967692948,-0.0664691582841056
13123,2W20FF3,0,,0.1290768825236591,0.4617084595414952
13124,6S7RLJ0,0,Home,-0.3171237519256015,0.1349912658333746
13125,6S7RLJ0,1,,0.2595101403486932,0.4892303056337603
